Non-Matching Entries:
bujaxilI: Axam/I__n
BujiyA: kAl/A__n
buJOvala: rAw/a__n
bujurga: wIn/a__adj
bujurgAnA: kAl/A__adj
BUKa: rAw/a__n
buka: rAw/a__n
BUKA: kAl/A__adj
BuKamarA: kAl/A__adj
BuKamarI: ladak/I__n
BUKaMda: rAw/a__n
BUkaMxa: None
buKAra: Gar/a__n
BUKI: ajAwI/__adj
bukiMga: rAw/a__n
BukwaBoga: anek/a__adj
Bukwa: wIn/a__adj
Bukwi: Apawwi/__n
Bukwipraxa: anek/a__adj
Bukwivarjiwa: None
bulabula: rAw/a__n
bulabulA: kAl/A__adj
BUlacUka: rAw/a__n
bulA: W/A__v
BulA: W/A__v
BUla: xiK/a__v
bulAkI: Axam/I__n
bulaMxaAvAjA: None
bulaMxahimmawa: None
bulaMxa: wIn/a__adj
bulavA: W/A__v
BulavA: W/A__v
bulAvA: kAl/A__adj
buletina: rAw/a__n
BUloka: Gar/a__n
BUmaMdala: Gar/a__n
BUmaXyasAgara: Gar/a__n
BUmi: Apawwi/__n
BUmikA: kAl/A__n
BUmixAna: Gar/a__n
buMxelA: kAl/A__adj
BunaBunA: W/A__v
BunA: W/A__v
buna: xiK/a__v
Buna: xiK/a__v
bunAI: ladak/I__n
BunAI: Axam/I__n
bunakara: rAw/a__n
bunavA: W/A__v
bunAvata: rAw/a__n
BUpatala: Gar/a__n
BUpawi: Apawwi/__n
BUpreMxra: Gar/a__n
burAhAla: Karc/a__n
burAIBalAI: Axam/I__n
burA: kAl/A__adj
BURA: kAl/A__n
BUrAjasva: Gar/a__n
burakA: kAl/A__adj
burAkAma: Gar/a__n
burAvakwa: Gar/a__n
BurawA: kAl/A__adj
burAxA: kAl/A__adj
burIGadI: None
BUri: Apawwi/__n
burIKabara: Gar/a__n
burIlawa: Gar/a__n
burInigAha: None
BURiwa: anek/a__adj
burja: rAw/a__n
burjuA: kAl/A__adj
burrAka: wIn/a__adj
BUsA: kAl/A__n
BUsaMpawwi: Apawwi/__n
BUSayyA: gudiy/A__n
BUsI: ladak/I__n
BUsKalana: Gar/a__n
BUsura: Gar/a__n
BUsuwa: Karc/a__n
bUta: rAw/a__n
bUtA: kAl/A__adj
BUtAna: Karc/a__n
bUtexAra: anek/a__adj
ButtA: kAl/A__adj
Buvana: rAw/a__n
Buvarloka: Karc/a__n
BUvijFAna: Gar/a__n
BUvixyA: gudiy/A__n
BUwagrAma: Gar/a__n
buwA: W/A__v
BUwa: rAw/a__n
BUwakAla: Gar/a__n
BUwakAlika: anek/a__adj
BUwala: rAw/a__n
BUwanAWa: Karc/a__n
buwaparaswI: Axam/I__n
BUwaprakqwi: Apawwi/__n
BUwapUrva: anek/a__adj
BUwAwmA: jyAx/A__adj
BUwi: Apawwi/__n
BUwikAla: Karc/a__n
BUwikAma: anek/a__adj
BUwonmAxa: Gar/a__n
BUwopaxeSa: Gar/a__n
buxabuxA: W/A__v
buXa: rAw/a__n
BUxAna: Gar/a__n
BUXana: Gar/a__n
BUXara: rAw/a__n
BUxeva: Gar/a__n
buXiwa: anek/a__adj
buxXAgama: Gar/a__n
buxXa: wIn/a__adj
buxXawva: Karc/a__n
buxXibala: Karc/a__n
buxXiBraMSa: Karc/a__n
buxXicakRu: vAyu/__n
buxXiciMwaka: None
buxXigamya: anek/a__adj
buxXihawa: anek/a__adj
buxXijIvI: ladak/I__n
buxXikAmA: kAl/A__n
buxXikOSala: Gar/a__n
buxXikqwa: anek/a__adj
buxXimAna: wIn/a__adj
buxXimAn: None
buxXimAnI: Axam/I__n
buxXimawwA: gudiy/A__n
buxXIMxriya: Gar/a__n
buxXiSakwi: Apawwi/__n
buxXiSIla: wIn/a__adj
buxXivAxa: Gar/a__n
buxXivEBava: Gar/a__n
buxXivilAsa: Karc/a__n
buxXiwawwva: Gar/a__n
buxXixoRa: Gar/a__n
buxXiyoga: Gar/a__n
buxXU: None
buxXXivanwa: None
BUyaswva: Karc/a__n
BUyiRTa: anek/a__adj
byAhawA: kAl/A__n
byAja: rAw/a__n
byorA: kAl/A__n
byorevAra: anek/a__adj
cabA: W/A__v
CabbIsavAz: None
cabenA: kAl/A__adj
cabEnA: kAl/A__adj
CabIlA: kAl/A__adj
cabUwarA: kAl/A__adj
CACa: rAw/a__n
cacA: kAl/A__n
cAcA: kAl/A__n
cacerA: kAl/A__adj
caciyA: jyAx/A__adj
CaCUzxara: Gar/a__n
caDA: W/A__v
caDa: xiK/a__v
caDAI: ladak/I__n
caDavA: W/A__v
caDAva: rAw/a__n
caDAvA: kAl/A__adj
caDawA: kAl/A__adj
CAga: Gar/a__n
Caha: rAw/a__n
cahala: rAw/a__n
cahalakaxamI: ladak/I__n
cahalapahala: Karc/a__n
cAhawa: rAw/a__n
CaH: None
CA: W/A__v
ca: rAw/a__n
Ca: rAw/a__n
CAjana: rAw/a__n
CajjA: kAl/A__adj
CajjexAra: anek/a__adj
cakabaMxI: Axam/I__n
cakAcaka: anek/a__adj
caKacaKa: Gar/a__n
cAkacakya: Gar/a__n
cakacAla: Gar/a__n
cakAcOMXa: Gar/a__n
CakadA: kAl/A__adj
CakadI: Axam/I__n
caKA: W/A__v
CakA: W/A__v
cAka: rAw/a__n
caka: rAw/a__n
caKa: xiK/a__v
Caka: xiK/a__v
cakaI: ladak/I__n
cakalA: kAl/A__adj
cAkaleta: rAw/a__n
cakallasa: Gar/a__n
cakamA: kAl/A__adj
cakanAcUra: anek/a__adj
cakarA: W/A__v
cAkara: rAw/a__n
cAkarI: ladak/I__n
cakavA: kAl/A__adj
cakawI: ladak/I__n
cakawwA: kAl/A__adj
cakawwexAra: anek/a__adj
cakiwa: wIn/a__adj
cakkA: kAl/A__adj
CakkA: kAl/A__adj
cakkara: rAw/a__n
cakkaraxAra: wIn/a__adj
cakora: rAw/a__n
cakra: rAw/a__n
cakravAka: Gar/a__n
cakravyUha: Gar/a__n
cakraxaMda: Gar/a__n
cakraXArA: loh/A__n
cakraxawwa: Karc/a__n
cakrayAna: Gar/a__n
cakRuHpaWa: None
cAkRuRa: wIn/a__adj
cAkU: Al/U__n
Calabala: Gar/a__n
calAcala: wIn/a__adj
CalaCalA: W/A__v
cAlacalana: Karc/a__n
cAlaDAla: Gar/a__n
cala: xiK/a__v
calA: W/A__v
Cala: rAw/a__n
cAlA: kAl/A__adj
CAlA: kAl/A__adj
cAlAka: rAw/a__n
CalakA: W/A__v
cAlaka: rAw/a__n
Calakapata: Gar/a__n
cAlAkI: ladak/I__n
calana: rAw/a__n
cAlAna: rAw/a__n
calAna: rAw/a__n
cAlana: rAw/a__n
calanasAra: anek/a__adj
cAlanIya: anek/a__adj
CalapUrNa: anek/a__adj
calavA: W/A__v
CalAvA: kAl/A__adj
CalAvarana: None
calavicala: anek/a__adj
calawA: kAl/A__n
calawApurajA: jyAx/A__adj
calAyamAna: wIn/a__adj
cAlIsa: wIn/a__adj
cAlIsA: kAl/A__adj
cAlIsavAz: None
caliwa: anek/a__adj
CaliyA: jyAx/A__adj
CallA: kAl/A__adj
CallexAra: anek/a__adj
cAlU: None
camacA: kAl/A__adj
camacamA: W/A__v
CamaCamA: W/A__v
camadA: kAl/A__adj
camadI: ladak/I__n
camagAxada: rAw/a__n
CamAhI: ladak/I__n
cAma: rAw/a__n
Cama: rAw/a__n
camaka: xiK/a__v
camakA: W/A__v
camakaxamaka: Gar/a__n
camakaxAra: wIn/a__adj
camakIlA: kAl/A__adj
cAmara: rAw/a__n
camArina: rAw/a__n
CamAsI: Axam/I__n
camawkAra: rAw/a__n
camawkAraka: wIn/a__adj
camawkqwa: anek/a__adj
caMbala: Gar/a__n
caMcalaciwwa: anek/a__adj
caMcala: wIn/a__adj
caMcalA: kAl/A__n
caMcalawA: loh/A__n
caMda: wIn/a__adj
caMdAla: rAw/a__n
cAMdAlinI: Axam/I__n
caMdI: ladak/I__n
camelI: ladak/I__n
caMga: rAw/a__n
caMgA: kAl/A__adj
caMgula: Gar/a__n
caMkramaNa: Karc/a__n
caMkramiwa: anek/a__adj
caMpA: kAl/A__n
caMpaka: rAw/a__n
caMpAkalI: Axam/I__n
caMpawa: anek/a__adj
caMta: wIn/a__adj
camUcara: Gar/a__n
camUhara: None
camUnAyaka: None
caMxa: wIn/a__adj
CaMxa: rAw/a__n
caMxA: kAl/A__adj
caMxAmAmA: jyAx/A__adj
caMxana: rAw/a__n
CaMxaprabaMXa: Gar/a__n
CaMxaSAswra: Gar/a__n
caMxrabAlA: gudiy/A__n
caMxraBAnu: vAyu/__n
caMxrabiMba: Gar/a__n
caMxrabiMxu: qwu/__n
caMxragrahaNa: Gar/a__n
caMxra: Gar/a__n
caMxrA: kAl/A__n
caMxrakAMwA: kAl/A__n
caMxrakAMwa: Karc/a__n
caMxrakAMwi: Apawwi/__n
caMxramA: kAl/A__n
caMxramAlA: loh/A__n
caMxramaMdala: Gar/a__n
caMxramuKa: anek/a__adj
caMxrapraBA: gudiy/A__n
caMxravaMSIya: wIn/a__adj
caMxrawAla: Gar/a__n
caMxraXara: Gar/a__n
cAMxrAyaNa: Gar/a__n
caMxrikA: loh/A__n
caMxroxaya: Karc/a__n
CAnabIna: rAw/a__n
canA: kAl/A__adj
Cana: xiK/a__v
CanakA: W/A__v
cANakya: Gar/a__n
CananI: Axam/I__n
canAra: Gar/a__n
CanavA: W/A__v
CapaCapA: W/A__v
CapA: W/A__v
cApa: rAw/a__n
Capa: xiK/a__v
CapAI: ladak/I__n
CApAKAnA: kAl/A__adj
capala: wIn/a__adj
capalA: kAl/A__n
capalawA: loh/A__n
cApalUsI: ladak/I__n
capatA: kAl/A__adj
Capaxa: Gar/a__n
capetA: kAl/A__n
cappA: kAl/A__adj
CappanaBoga: Gar/a__n
Cappara: rAw/a__n
carabI: ladak/I__n
carabIxAra: anek/a__adj
carAcara: wIn/a__adj
caracarA: W/A__v
carAgAha: rAw/a__n
CaraharA: kAl/A__adj
cAra: rAw/a__n
carA: W/A__v
cara: xiK/a__v
cArA: kAl/A__n
carAI: ladak/I__n
caraKA: kAl/A__adj
cAraKAnA: kAl/A__adj
carama: wIn/a__adj
caramarA: W/A__v
caramowpAxana: None
caraNagupwa: Gar/a__n
caraNa: rAw/a__n
caraNAmqwa: Gar/a__n
caraNAraviMxa: Gar/a__n
caraNaxAsa: wIn/a__adj
caraNaxAsI: Axam/I__n
caranI: ladak/I__n
caraparA: kAl/A__adj
cArapAyA: kAl/A__adj
carasa: rAw/a__n
carasA: kAl/A__adj
caravAhA: kAl/A__adj
caravAhI: ladak/I__n
cArawAla: Gar/a__n
cAraXAma: Gar/a__n
cAraxina: Gar/a__n
carbI: ladak/I__n
carcA: kAl/A__n
carca: rAw/a__n
carciwa: anek/a__adj
carI: ladak/I__n
cariwa: rAw/a__n
cariwArWa: anek/a__adj
cariwArWawA: gudiy/A__n
cAriwArWya: Gar/a__n
cariwra: rAw/a__n
cariwranAyaka: Gar/a__n
cArja: rAw/a__n
carKA: kAl/A__adj
carma: Gar/a__n
carmakArI: Axam/I__n
CarrA: kAl/A__adj
cArta: rAw/a__n
cAru: vAyu/__n
cArunewra: wIn/a__adj
cAruxarSanA: kAl/A__adj
cArvAka: Gar/a__n
carviwa: anek/a__adj
caryA: kAl/A__n
casakA: kAl/A__n
cASanI: Axam/I__n
CAsaTa: Karc/a__n
caSmA: kAl/A__adj
caSmaxIxa: wIn/a__adj
CaTa: rAw/a__n
catA: W/A__v
CatA: kAl/A__n
cata: xiK/a__v
catAIxAra: wIn/a__adj
cataka: xiK/a__v
catakA: W/A__v
cataKA: W/A__v
Cataka: xiK/a__v
cataKArA: kAl/A__adj
catakaxAra: anek/a__adj
catakIlA: kAl/A__adj
CatapatAhata: rAw/a__n
CatapatA: W/A__v
catapatA: kAl/A__adj
catapatI: ajAwI/__adj
catorA: kAl/A__adj
cattA: kAl/A__adj
cattU: None
cAtu: ku/Az__n
cAtukAra: Gar/a__n
cAtukArI: ladak/I__n
cAva: rAw/a__n
CavAI: Axam/I__n
cAvala: rAw/a__n
Cavi: Apawwi/__n
CAwA: kAl/A__adj
CawracCAyA: gudiy/A__n
CAwra: rAw/a__n
CAwranAyaka: Gar/a__n
CAwrAvAsa: rAw/a__n
CawrI: ladak/I__n
cawura: wIn/a__adj
cawurAI: ladak/I__n
cawuRkoNa: wIn/a__adj
cAwurmAsya: Gar/a__n
cawurmuKi: None
cawuRpaWa: Gar/a__n
cawuRpaxa: wIn/a__adj
cawuRtaya: rAw/a__n
cAwurvarNya: Gar/a__n
cawurWa: wIn/a__adj
cawurwA: gudiy/A__n
cawurWakAla: Karc/a__n
cawurWAMSa: Gar/a__n
cawurWASrama: Gar/a__n
cawurWIkriyA: None
cawurWIwawpuruRa: Gar/a__n
cawurxaSa: wIn/a__adj
CawwA: kAl/A__adj
CawwIsavAz: None
CaxAma: Gar/a__n
Caxma: wIn/a__adj
CaxmAvaraNa: Gar/a__n
CaxmaveSa: Gar/a__n
CAyAciwraNa: Gar/a__n
cAya: rAw/a__n
CAyA: kAl/A__n
cayana: Gar/a__n
cayanaSIla: anek/a__adj
cayanikA: loh/A__n
cayanIya: anek/a__adj
cAyapAnI: Axam/I__n
cAyaxAna: Gar/a__n
CAyAxAra: wIn/a__adj
CAzha: rAw/a__n
cAzsa: rAw/a__n
cAztA: kAl/A__adj
CaztAI: Axam/I__n
CaztanI: ladak/I__n
cazvara: rAw/a__n
cAzxa: rAw/a__n
cAzxamArI: Axam/I__n
cAzxanI: ladak/I__n
cAzxasUraja: Gar/a__n
cAzxatIkA: None
cazxavA: jyAx/A__adj
cAzxawArA: jyAx/A__adj
cAzxI: ladak/I__n
cecaka: Gar/a__n
CedaCAda: Gar/a__n
ceharA: kAl/A__adj
CE: None
ceka: rAw/a__n
celA: kAl/A__n
CElA: kAl/A__adj
cEleMja: Gar/a__n
ceMbara: Gar/a__n
cEMpiyana: Gar/a__n
cEna: rAw/a__n
cepI: ladak/I__n
ceRtA: kAl/A__n
ceRtiwa: wIn/a__adj
cesa: rAw/a__n
cEwa: rAw/a__n
cewa: xiK/a__v
cewana: rAw/a__n
cewanA: kAl/A__n
cewanIya: wIn/a__adj
cEwanya: Gar/a__n
cewAvanI: ladak/I__n
cEwra: Gar/a__n
cEwya: rAw/a__n
Cexana: Gar/a__n
ceyaramEna: Gar/a__n
Cezka: None
CICAlexara: Gar/a__n
ciciMdA: kAl/A__adj
CiCorA: kAl/A__adj
CiCorapana: Karc/a__n
cidacidA: kAl/A__adj
cidacidApana: Gar/a__n
ciDA: W/A__v
cIda: rAw/a__n
cidA: kAl/A__adj
ciDa: xiK/a__v
Cida: xiK/a__v
CidakAva: rAw/a__n
cidiyA: kAl/A__n
cidiyAKAnA: jyAx/A__adj
CihawwaravAz: None
cihna: rAw/a__n
cihnakArI: None
cihnAMkana: Gar/a__n
cihnAMkiwa: anek/a__adj
cihnaXara: None
cihnaXAriNI: None
cihniwa: wIn/a__adj
CIkA: kAl/A__adj
cikanAhata: Gar/a__n
cikanA: kAl/A__adj
cikanAI: ladak/I__n
cikila: Gar/a__n
cikIrRA: kAl/A__n
cikIrRiwa: anek/a__adj
cikiwsA: kAl/A__n
cikiwsaka: rAw/a__n
cikiwsAlaya: rAw/a__n
cikiwsAvijFAna: Gar/a__n
cikiwsAvyavasAya: Gar/a__n
cikiwsAvyavasAyI: None
cilabilA: kAl/A__adj
Cila: xiK/a__v
CilakA: kAl/A__adj
cilamabaraxAra: Gar/a__n
cilamacata: None
cilamagarxA: None
cilamapoSa: None
CIlana: rAw/a__n
CilavA: W/A__v
cillA: W/A__v
cImada: anek/a__adj
cimatA: kAl/A__adj
CIMkA: kAl/A__adj
CIMta: rAw/a__n
cIMtA: kAl/A__adj
CIMtA: kAl/A__adj
ciMwA: kAl/A__n
ciMwAjanaka: anek/a__adj
ciMwaka: rAw/a__n
ciMwAkula: anek/a__adj
ciMwAmagna: anek/a__adj
ciMwana: rAw/a__n
ciMwanaSIla: wIn/a__adj
ciMwanIya: anek/a__adj
ciMwiwa: wIn/a__adj
cIna: rAw/a__n
Cina: xiK/a__v
CIna: xiK/a__v
cinAI: Axam/I__n
CinavA: W/A__v
cinha: rAw/a__n
cInImittI: Axam/I__n
ciniyAbAxAma: Gar/a__n
ciniyA: jyAx/A__adj
cinwA: kAl/A__n
cinmaya: anek/a__adj
CinnabaMXana: None
CinnaBinna: wIn/a__adj
Cinna: wIn/a__adj
cipacipAhata: Gar/a__n
cipacipA: kAl/A__adj
cIPa: wIn/a__adj
CipA: W/A__v
cIpa: rAw/a__n
Cipa: xiK/a__v
cIPajastisa: Gar/a__n
cipakA: W/A__v
cipaka: xiK/a__v
cIPakamiSnara: Gar/a__n
cipakanevAlA: kAl/A__adj
CipAva: rAw/a__n
cirAgagula: None
cirAga: rAw/a__n
cirAgaxAna: Gar/a__n
cira: xiK/a__v
cIrA: kAl/A__adj
cIra: xiK/a__v
cirakAla: Karc/a__n
cirakAlika: anek/a__adj
cirakAlIna: anek/a__adj
cirakumAra: wIn/a__adj
ciramiwra: anek/a__adj
ciraMjIva: wIn/a__adj
cIraPAda: Gar/a__n
cirapoRiwa: anek/a__adj
ciraSawru: qwu/__n
cirasevaka: Gar/a__n
cirasmaranIya: None
cirasmaraNIya: anek/a__adj
Citaka: xiK/a__v
CitakAva: Karc/a__n
cittA: kAl/A__adj
citTA: kAl/A__adj
citTIpawrI: ladak/I__n
ciwacora: wIn/a__adj
ciWadA: kAl/A__adj
ciwa: wIn/a__adj
ciwA: kAl/A__n
cIwA: kAl/A__adj
ciwakabarA: kAl/A__adj
ciwapata: Gar/a__n
CiwarA: W/A__v
ciwragupwa: Gar/a__n
ciwrA: kAl/A__n
ciwra: rAw/a__n
ciwrakalA: ladak/A__n
ciwrakAra: rAw/a__n
ciwrakArI: ladak/I__n
ciwrakUta: Gar/a__n
ciwrAMkana: Gar/a__n
ciwraNa: Gar/a__n
ciwraviciwra: anek/a__adj
ciwriNI: Axam/I__n
ciwriwa: wIn/a__adj
ciwrokwi: Apawwi/__n
ciwwaBrama: Karc/a__n
ciwwaBUmi: Apawwi/__n
ciwwa: rAw/a__n
ciwwavikqwi: Apawwi/__n
ciwwavikRepa: Gar/a__n
ciwwavqwwi: Apawwi/__n
Cixa: xiK/a__v
Cixra: rAw/a__n
CixrAnveRaNa: Gar/a__n
Cixriwa: anek/a__adj
CiyAlIsavAz: None
CiyAnave: None
CiyanavevAz: None
CiyAsaTa: Karc/a__n
CiyAsIvAz: None
CIztAkaSI: Axam/I__n
cObIsa: rAw/a__n
cObIsavAz: None
cOdA: kAl/A__adj
Coda: xiK/a__v
cOdAI: Axam/I__n
cOdI: ajAwI/__adj
cOGadiyA: jyAx/A__adj
cogA: kAl/A__adj
cOgodA: jyAx/A__adj
cOgunA: kAl/A__adj
Coha: rAw/a__n
cOharA: kAl/A__adj
cOhawwara: anek/a__adj
cOkAbarawana: Gar/a__n
CokadA: kAl/A__adj
cOkadI: ladak/I__n
coka: rAw/a__n
cOka: rAw/a__n
coKA: kAl/A__n
cOkA: kAl/A__adj
cOkannA: kAl/A__adj
cokara: rAw/a__n
CokarA: kAl/A__adj
cOkasa: anek/a__adj
cOkasI: Axam/I__n
cOKatA: kAl/A__adj
cOkIxAra: rAw/a__n
cOkIxArI: Axam/I__n
cOkora: wIn/a__adj
cOKUMtA: kAl/A__adj
cOKUzta: Karc/a__n
colA: kAl/A__adj
ColA: kAl/A__adj
cOmaMjilA: kAl/A__adj
cOmAsA: kAl/A__adj
coMcalA: kAl/A__adj
coMcalebAjI: Axam/I__n
cOMkA: W/A__v
cOMkAnevAlA: kAl/A__adj
cOmrI: None
cOMsaTavAz: None
cOmuhAnI: ladak/I__n
comuKA: kAl/A__adj
cOMwIsa: rAw/a__n
cOMwIsavAz: None
cOMXiyA: W/A__v
cOpahiyA: jyAx/A__adj
cOpAI: ladak/I__n
cOpAla: rAw/a__n
copAla: Gar/a__n
cOpata: wIn/a__adj
cOpAyA: kAl/A__adj
cOPera: Gar/a__n
corabAjAra: Gar/a__n
coracakAra: Gar/a__n
coragalI: Axam/I__n
cOrAhA: kAl/A__adj
cora: rAw/a__n
Cora: rAw/a__n
coraKidakI: None
cOrAnave: None
cOrasa: wIn/a__adj
corawAlA: kAl/A__adj
coraxaravAjA: jyAx/A__adj
cOreTA: jyAx/A__adj
cOrI: ladak/I__n
coRya: anek/a__adj
cOrya: Karc/a__n
CotAbadA: jyAx/A__adj
CotA: kAl/A__adj
CotAI: Axam/I__n
CotAmotA: jyAx/A__adj
CotApana: Gar/a__n
CotIbAwa: Gar/a__n
CotI: ajAwI/__adj
CotIilAyacI: Axam/I__n
CotIjAwi: SAnwi/__n
cotIvAlA: kAl/A__adj
cotIxAra: anek/a__adj
cOvAlIsa: anek/a__adj
cOvana: wIn/a__adj
cOWa: rAw/a__n
cOWA: kAl/A__adj
cOWAI: ladak/I__n
cOwAla: Gar/a__n
cOwaraPA: kAl/A__adj
cOWI: ajAwI/__adj
cOxaha: wIn/a__adj
cOxahavAz: None
coxana: Gar/a__n
cOXarI: ladak/I__n
coxiwa: wIn/a__adj
cozca: Gar/a__n
cozgA: None
CuACUwa: Gar/a__n
CuA: W/A__v
cuBA: W/A__v
cuBa: xiK/a__v
CUCA: kAl/A__adj
CudA: W/A__v
cUdA: kAl/A__n
CudavA: W/A__v
cudihArA: jyAx/A__adj
cUdIxAra: anek/a__adj
cuga: xiK/a__v
cugalaKorI: Axam/I__n
cugalI: ladak/I__n
cUhA: kAl/A__adj
cuhalabAjI: ladak/I__n
cuhala: rAw/a__n
CuhArA: kAl/A__adj
CuImuI: Axam/I__n
cUjA: kAl/A__adj
cUjI: Axam/I__n
cukA: W/A__v
cuka: xiK/a__v
cukawA: kAl/A__adj
cukkada: Gar/a__n
cukOwI: Axam/I__n
culabulA: kAl/A__adj
culabulApana: Gar/a__n
cUlhA: kAl/A__adj
cullUBara: anek/a__adj
CUmaMwara: Gar/a__n
cuMbakawva: Gar/a__n
cuMbakIya: anek/a__adj
cuMbana: rAw/a__n
cuMbiwa: anek/a__adj
cuMgI: ladak/I__n
cunacunAhata: Gar/a__n
cunacunI: Axam/I__n
cUnA: kAl/A__n
cuna: xiK/a__v
cUnApawWara: Gar/a__n
cunAva: rAw/a__n
cuniMxA: kAl/A__adj
cunOtI: Axam/I__n
cupa: xiK/a__v
Cupa: rAw/a__n
cuppA: kAl/A__adj
cuppI: ladak/I__n
cUra: wIn/a__adj
curA: W/A__v
CurA: kAl/A__n
CUrA: kAl/A__adj
cUrA: kAl/A__n
cUramA: kAl/A__adj
curamurA: kAl/A__adj
curAva: rAw/a__n
cUrNiwa: anek/a__adj
cusA: W/A__v
cuswa: Gar/a__n
cuswI: Axam/I__n
Cuta: rAw/a__n
CutakArA: kAl/A__n
cutakulA: kAl/A__adj
Cutapana: Karc/a__n
cutIlA: kAl/A__adj
CuttA: kAl/A__adj
CUwa: rAw/a__n
cUwiyA: jyAx/A__adj
CuXA: gudiy/A__n
cuzXiyA: W/A__v
cyavanaprASa: Gar/a__n
cyuwa: wIn/a__adj
cyuwi: Apawwi/__n
dabadabA: W/A__v
DAbA: kAl/A__adj
dabala: wIn/a__adj
dAbara: Gar/a__n
dabbAbaMxa: anek/a__adj
dabbAbaMxI: Axam/I__n
dabbA: kAl/A__adj
DADasa: Karc/a__n
dagadagA: W/A__v
dagA: W/A__v
daga: rAw/a__n
dagamaga: anek/a__adj
dagamagA: W/A__v
dAha: rAw/a__n
DahA: W/A__v
Daha: xiK/a__v
DahavA: W/A__v
DA: W/A__v
da: rAw/a__n
Da: rAw/a__n
dA: kAl/A__n
dAirektarI: ladak/I__n
dAkacOkI: Axam/I__n
dAkaGara: rAw/a__n
dAka: rAw/a__n
DAka: rAw/a__n
dAkA: kAl/A__adj
Daka: xiK/a__v
DakanA: kAl/A__adj
dAkaSulka: Gar/a__n
dakEwa: rAw/a__n
dAkiyA: jyAx/A__adj
Dakkana: rAw/a__n
DakosalA: kAl/A__adj
dAktara: rAw/a__n
dAktarI: Axam/I__n
dAla: xiK/a__v
Dala: xiK/a__v
DalAI: ladak/I__n
DalakA: W/A__v
DalAna: rAw/a__n
dAlara: rAw/a__n
dalavA: W/A__v
DalavAz: ku/Az__n
DaluAz: ku/Az__n
DAlU: None
daMdA: kAl/A__adj
daMka: rAw/a__n
daMkA: kAl/A__adj
daMTala: rAw/a__n
dapata: xiK/a__v
dapora: anek/a__adj
darA: W/A__v
dara: xiK/a__v
darapoka: wIn/a__adj
darAvanA: kAl/A__adj
DarrA: jyAx/A__adj
dasA: W/A__v
dasa: xiK/a__v
datA: W/A__v
dAta: rAw/a__n
DAzcA: kAl/A__adj
dAzvAdola: Gar/a__n
deDa: anek/a__adj
DelAcOWa: Gar/a__n
DelA: kAl/A__adj
delatA: kAl/A__adj
deputeSana: Gar/a__n
Dera: rAw/a__n
derA: kAl/A__adj
deska: rAw/a__n
devaDA: kAl/A__adj
DezkI: None
dibbAbaMxa: Gar/a__n
dibbA: kAl/A__adj
dibiyA: kAl/A__n
digA: W/A__v
diga: xiK/a__v
dIha: rAw/a__n
dikSanarI: ladak/I__n
dIladOla: Gar/a__n
dIla: rAw/a__n
DIla: rAw/a__n
DIlA: kAl/A__n
DilAI: ladak/I__n
DIlApana: Gar/a__n
dimAI: Axam/I__n
dImga: None
dIna: rAw/a__n
dinara: Gar/a__n
diPeMsa: Gar/a__n
diplomA: kAl/A__adj
diptI: Axam/I__n
disamisa: anek/a__adj
distrikta: Gar/a__n
DITa: wIn/a__adj
DiTAI: ladak/I__n
DizDorA: jyAx/A__adj
dogarI: Axam/I__n
dOla: rAw/a__n
Dola: rAw/a__n
dolA: kAl/A__adj
DolA: kAl/A__adj
dola: xiK/a__v
doma: rAw/a__n
DoMga: rAw/a__n
DoMgI: ladak/I__n
dorA: kAl/A__adj
dosA: kAl/A__adj
DozgabAja: None
DozgabAjI: None
drAiMga: rAw/a__n
drAivara: rAw/a__n
drama: rAw/a__n
drAmA: kAl/A__adj
drAPta: rAw/a__n
drena: rAw/a__n
dresa: rAw/a__n
drila: rAw/a__n
droXI: None
dubA: W/A__v
dugadugA: W/A__v
dugadugI: ladak/I__n
dulA: W/A__v
DulAI: Axam/I__n
Dulamula: anek/a__adj
DulavA: W/A__v
DUzDa: xiK/a__v
dyoDA: kAl/A__adj
dyutI: ladak/I__n
Eba: rAw/a__n
EcCika: wIn/a__adj
eda: rAw/a__n
Edaministretara: Gar/a__n
edavoketa: Gar/a__n
Edavoketa: Gar/a__n
Edavoketajenarala: None
ediSanala: anek/a__adj
editara: Gar/a__n
edItara: Gar/a__n
egjibiSana: Gar/a__n
EhalOkika: anek/a__adj
ehasAnamaMxa: wIn/a__adj
ehasAsa: Gar/a__n
ehawiyAwa: rAw/a__n
Ehika: anek/a__adj
E: None
ejaMsI: ladak/I__n
ejeMsI: ladak/I__n
ejeMta: rAw/a__n
ekaAXa: anek/a__adj
ekaBAva: anek/a__adj
ekaBukwa: anek/a__adj
ekacakra: anek/a__adj
ekacara: anek/a__adj
ekaciwwa: Karc/a__n
ekada: Gar/a__n
ekadAla: wIn/a__adj
ekademI: Axam/I__n
ekaeka: anek/a__adj
ekAgraciwwa: anek/a__adj
ekAgra: anek/a__adj
EkAgra: anek/a__adj
ekAgrawA: kAl/A__n
ekaharA: kAl/A__adj
eka: rAw/a__n
ekA: kAl/A__n
ekajAna: anek/a__adj
ekajIva: anek/a__adj
ekajuta: Karc/a__n
ekaka: rAw/a__n
ekakaMTa: anek/a__adj
ekakara: anek/a__adj
ekAkAra: wIn/a__adj
ekAkIpana: Karc/a__n
ekAkRa: wIn/a__adj
ekAkRara: wIn/a__adj
ekala: wIn/a__adj
ekalOwA: kAl/A__adj
